,approximate_spotted_by,health,spotted,shots_fired,FIRE,velocity,game_time,tick,steamid,name
49365,[],100,False,0,False,0.0,1154.5,7136,76561198995880877,zont1x
49366,[],100,False,0,False,0.0,1154.5,7136,76561198201620490,broky
49375,[],100,False,0,False,0.0,1154.5156,7137,76561198995880877,zont1x
49376,[],100,False,0,False,0.0,1154.5156,7137,76561198201620490,broky
49385,[],100,False,0,False,0.0,1154.5312,7138,76561198995880877,zont1x
49386,[],100,False,0,False,0.0,1154.5312,7138,76561198201620490,broky
49395,[],100,False,0,False,0.0,1154.5469,7139,76561198995880877,zont1x
49396,[],100,False,0,False,0.0,1154.5469,7139,76561198201620490,broky
49405,[],100,False,0,False,0.0,1154.5625,7140,76561198995880877,zont1x
49406,[],100,False,0,False,0.0,1154.5625,7140,76561198201620490,broky
49415,[],100,False,0,False,0.0,1154.5781,7141,76561198995880877,zont1x
49416,[],100,False,0,False,0.0,1154.5781,7141,76561198201620490,broky
49425,[],100,False,0,False,0.0,1154.5938,7142,76561198995880877,zont1x
49426,[],100,False,0,False,0.0,1154.5938,7142,76561198201620490,broky
49435,[],100,False,0,False,0.0,1154.6094,7143,76561198995880877,zont1x
49436,[],100,False,0,False,0.0,1154.6094,7143,76561198201620490,broky
49445,[],100,False,0,False,0.0,1154.625,7144,76561198995880877,zont1x
49446,[],100,False,0,False,0.0,1154.625,7144,76561198201620490,broky
49455,[],100,False,0,False,0.0,1154.6406,7145,76561198995880877,zont1x
49456,[],100,False,0,False,0.0,1154.6406,7145,76561198201620490,broky
49465,[],100,False,0,False,0.0,1154.6562,7146,76561198995880877,zont1x
49466,[],100,False,0,False,0.0,1154.6562,7146,76561198201620490,broky
49475,[],100,False,0,False,0.0,1154.6719,7147,76561198995880877,zont1x
49476,[],100,False,0,False,0.0,1154.6719,7147,76561198201620490,broky
49485,[],100,False,0,False,0.0,1154.6875,7148,76561198995880877,zont1x
49486,[],100,False,0,False,0.0,1154.6875,7148,76561198201620490,broky
49495,[],100,False,0,False,0.0,1154.7031,7149,76561198995880877,zont1x
49496,[],100,False,0,False,0.0,1154.7031,7149,76561198201620490,broky
49505,[],100,False,0,False,0.0,1154.7188,7150,76561198995880877,zont1x
49506,[],100,False,0,False,0.0,1154.7188,7150,76561198201620490,broky
49515,[],100,False,0,False,0.0,1154.7344,7151,76561198995880877,zont1x
49516,[],100,False,0,False,0.0,1154.7344,7151,76561198201620490,broky
49525,[],100,False,0,False,0.0,1154.75,7152,76561198995880877,zont1x
49526,[],100,False,0,False,0.0,1154.75,7152,76561198201620490,broky
49535,[],100,False,0,False,0.0,1154.7656,7153,76561198995880877,zont1x
49536,[],100,False,0,False,0.0,1154.7656,7153,76561198201620490,broky
49545,[],100,False,0,False,0.0,1154.7812,7154,76561198995880877,zont1x
49546,[],100,False,0,False,0.0,1154.7812,7154,76561198201620490,broky
49555,[],100,False,0,False,0.0,1154.7969,7155,76561198995880877,zont1x
49556,[],100,False,0,False,0.0,1154.7969,7155,76561198201620490,broky
49565,[],100,False,0,False,0.0,1154.8125,7156,76561198995880877,zont1x
49566,[],100,False,0,False,0.0,1154.8125,7156,76561198201620490,broky
49575,[],100,False,0,False,0.0,1154.8281,7157,76561198995880877,zont1x
49576,[],100,False,0,False,0.0,1154.8281,7157,76561198201620490,broky
49585,[],100,False,0,False,0.0,1154.8438,7158,76561198995880877,zont1x
49586,[],100,False,0,False,0.0,1154.8438,7158,76561198201620490,broky
49595,[],100,False,0,False,0.0,1154.8594,7159,76561198995880877,zont1x
49596,[],100,False,0,False,0.0,1154.8594,7159,76561198201620490,broky
49605,[],100,False,0,False,0.0,1154.875,7160,76561198995880877,zont1x
49606,[],100,False,0,False,0.0,1154.875,7160,76561198201620490,broky
49615,[],100,False,0,False,0.0,1154.8906,7161,76561198995880877,zont1x
49616,[],100,False,0,False,0.0,1154.8906,7161,76561198201620490,broky
49625,[],100,False,0,False,0.0,1154.9062,7162,76561198995880877,zont1x
49626,[],100,False,0,False,0.0,1154.9062,7162,76561198201620490,broky
49635,[],100,False,0,False,0.0,1154.9219,7163,76561198995880877,zont1x
49636,[],100,False,0,False,0.0,1154.9219,7163,76561198201620490,broky
49645,[],100,False,0,False,0.0,1154.9375,7164,76561198995880877,zont1x
49646,[],100,False,0,False,0.0,1154.9375,7164,76561198201620490,broky
49655,[],100,False,0,False,0.0,1154.9531,7165,76561198995880877,zont1x
49656,[],100,False,0,False,0.0,1154.9531,7165,76561198201620490,broky
49665,[],100,False,0,False,0.0,1154.9688,7166,76561198995880877,zont1x
49666,[],100,False,0,False,0.0,1154.9688,7166,76561198201620490,broky
49675,[],100,False,0,False,0.0,1154.9844,7167,76561198995880877,zont1x
49676,[],100,False,0,False,0.0,1154.9844,7167,76561198201620490,broky
49685,[],100,False,0,False,0.0,1155.0,7168,76561198995880877,zont1x
49686,[],100,False,0,False,0.0,1155.0,7168,76561198201620490,broky
49695,[],100,False,0,False,0.0,1155.0156,7169,76561198995880877,zont1x
49696,[],100,False,0,False,0.0,1155.0156,7169,76561198201620490,broky
49705,[],100,False,0,False,0.0,1155.0312,7170,76561198995880877,zont1x
49706,[],100,False,0,False,0.0,1155.0312,7170,76561198201620490,broky
49715,[],100,False,0,False,0.0,1155.0469,7171,76561198995880877,zont1x
49716,[],100,False,0,False,0.0,1155.0469,7171,76561198201620490,broky
49725,[],100,False,0,False,0.0,1155.0625,7172,76561198995880877,zont1x
49726,[],100,False,0,False,0.0,1155.0625,7172,76561198201620490,broky
49735,[],100,False,0,False,0.0,1155.0781,7173,76561198995880877,zont1x
49736,[],100,False,0,False,0.0,1155.0781,7173,76561198201620490,broky
49745,[],100,False,0,False,0.0,1155.0938,7174,76561198995880877,zont1x
49746,[],100,False,0,False,0.0,1155.0938,7174,76561198201620490,broky
49755,[],100,False,0,False,0.0,1155.1094,7175,76561198995880877,zont1x
49756,[],100,False,0,False,0.0,1155.1094,7175,76561198201620490,broky
49765,[],100,False,0,False,0.0,1155.125,7176,76561198995880877,zont1x
49766,[],100,False,0,False,0.0,1155.125,7176,76561198201620490,broky
49775,[],100,False,0,False,0.0,1155.1406,7177,76561198995880877,zont1x
49776,[],100,False,0,False,0.0,1155.1406,7177,76561198201620490,broky
49785,[],100,False,0,False,0.0,1155.1562,7178,76561198995880877,zont1x
49786,[],100,False,0,False,0.0,1155.1562,7178,76561198201620490,broky
49795,[],100,False,0,False,0.0,1155.1719,7179,76561198995880877,zont1x
49796,[],100,False,0,False,0.0,1155.1719,7179,76561198201620490,broky
49805,[],100,False,0,False,0.0,1155.1875,7180,76561198995880877,zont1x
49806,[],100,False,0,False,0.0,1155.1875,7180,76561198201620490,broky
49815,[],100,False,0,False,0.0,1155.2031,7181,76561198995880877,zont1x
49816,[],100,False,0,False,0.0,1155.2031,7181,76561198201620490,broky
49825,[],100,False,0,False,0.0,1155.2188,7182,76561198995880877,zont1x
49826,[],100,False,0,False,0.0,1155.2188,7182,76561198201620490,broky
49835,[],100,False,0,False,0.0,1155.2344,7183,76561198995880877,zont1x
49836,[],100,False,0,False,0.0,1155.2344,7183,76561198201620490,broky
49845,[],100,False,0,False,0.0,1155.25,7184,76561198995880877,zont1x
49846,[],100,False,0,False,0.0,1155.25,7184,76561198201620490,broky
49855,[],100,False,0,False,0.0,1155.2656,7185,76561198995880877,zont1x
49856,[],100,False,0,False,0.0,1155.2656,7185,76561198201620490,broky
49865,[],100,False,0,False,0.0,1155.2812,7186,76561198995880877,zont1x
49866,[],100,False,0,False,0.0,1155.2812,7186,76561198201620490,broky
49875,[],100,False,0,False,0.0,1155.2969,7187,76561198995880877,zont1x
49876,[],100,False,0,False,0.0,1155.2969,7187,76561198201620490,broky
49885,[],100,False,0,False,0.0,1155.3125,7188,76561198995880877,zont1x
49886,[],100,False,0,False,0.0,1155.3125,7188,76561198201620490,broky
49895,[],100,False,0,False,0.0,1155.3281,7189,76561198995880877,zont1x
49896,[],100,False,0,False,0.0,1155.3281,7189,76561198201620490,broky
49905,[],100,False,0,False,0.0,1155.3438,7190,76561198995880877,zont1x
49906,[],100,False,0,False,0.0,1155.3438,7190,76561198201620490,broky
49915,[],100,False,0,False,0.0,1155.3594,7191,76561198995880877,zont1x
49916,[],100,False,0,False,0.0,1155.3594,7191,76561198201620490,broky
49925,[],100,False,0,False,0.0,1155.375,7192,76561198995880877,zont1x
49926,[],100,False,0,False,0.0,1155.375,7192,76561198201620490,broky
49935,[],100,False,0,False,0.0,1155.3906,7193,76561198995880877,zont1x
49936,[],100,False,0,False,0.0,1155.3906,7193,76561198201620490,broky
49945,[],100,False,0,False,0.0,1155.4062,7194,76561198995880877,zont1x
49946,[],100,False,0,False,0.0,1155.4062,7194,76561198201620490,broky
49955,[],100,False,0,False,0.0,1155.4219,7195,76561198995880877,zont1x
49956,[],100,False,0,False,0.0,1155.4219,7195,76561198201620490,broky
49965,[],100,False,0,False,0.0,1155.4375,7196,76561198995880877,zont1x
49966,[],100,False,0,False,0.0,1155.4375,7196,76561198201620490,broky
49975,[],100,False,0,False,0.0,1155.4531,7197,76561198995880877,zont1x
49976,[],100,False,0,False,0.0,1155.4531,7197,76561198201620490,broky
49985,[],100,False,0,False,0.0,1155.4688,7198,76561198995880877,zont1x
49986,[],100,False,0,False,0.0,1155.4688,7198,76561198201620490,broky
49995,[],100,False,0,False,0.0,1155.4844,7199,76561198995880877,zont1x
49996,[],100,False,0,False,0.0,1155.4844,7199,76561198201620490,broky
50005,[],100,False,0,False,0.0,1155.5,7200,76561198995880877,zont1x
50006,[],100,False,0,False,0.0,1155.5,7200,76561198201620490,broky
50015,[],100,False,0,False,0.0,1155.5156,7201,76561198995880877,zont1x
50016,[],100,False,0,False,0.0,1155.5156,7201,76561198201620490,broky
50025,[],100,False,0,False,0.0,1155.5312,7202,76561198995880877,zont1x
50026,[],100,False,0,False,0.0,1155.5312,7202,76561198201620490,broky
50035,[],100,False,0,False,0.0,1155.5469,7203,76561198995880877,zont1x
50036,[],100,False,0,False,0.0,1155.5469,7203,76561198201620490,broky
50045,[],100,False,0,False,0.0,1155.5625,7204,76561198995880877,zont1x
50046,[],100,False,0,False,0.0,1155.5625,7204,76561198201620490,broky
50055,[],100,False,0,False,0.0,1155.5781,7205,76561198995880877,zont1x
50056,[],100,False,0,False,0.0,1155.5781,7205,76561198201620490,broky
50065,[],100,False,0,False,0.0,1155.5938,7206,76561198995880877,zont1x
50066,[],100,False,0,False,0.0,1155.5938,7206,76561198201620490,broky
50075,[],100,False,0,False,0.0,1155.6094,7207,76561198995880877,zont1x
50076,[],100,False,0,False,0.0,1155.6094,7207,76561198201620490,broky
50085,[],100,False,0,False,0.0,1155.625,7208,76561198995880877,zont1x
50086,[],100,False,0,False,0.0,1155.625,7208,76561198201620490,broky
50095,[],100,False,0,False,0.0,1155.6406,7209,76561198995880877,zont1x
50096,[],100,False,0,False,0.0,1155.6406,7209,76561198201620490,broky
50105,[],100,False,0,False,0.0,1155.6562,7210,76561198995880877,zont1x
50106,[],100,False,0,False,0.0,1155.6562,7210,76561198201620490,broky
50115,[],100,False,0,False,0.0,1155.6719,7211,76561198995880877,zont1x
50116,[],100,False,0,False,0.0,1155.6719,7211,76561198201620490,broky
50125,[],100,False,0,False,0.0,1155.6875,7212,76561198995880877,zont1x
50126,[],100,False,0,False,0.0,1155.6875,7212,76561198201620490,broky
50135,[],100,False,0,False,0.0,1155.7031,7213,76561198995880877,zont1x
50136,[],100,False,0,False,0.0,1155.7031,7213,76561198201620490,broky
50145,[],100,False,0,False,0.0,1155.7188,7214,76561198995880877,zont1x
50146,[],100,False,0,False,0.0,1155.7188,7214,76561198201620490,broky
50155,[],100,False,0,False,0.0,1155.7344,7215,76561198995880877,zont1x
50156,[],100,False,0,False,0.0,1155.7344,7215,76561198201620490,broky
50165,[],100,False,0,False,0.0,1155.75,7216,76561198995880877,zont1x
50166,[],100,False,0,False,0.0,1155.75,7216,76561198201620490,broky
50175,[],100,False,0,False,0.0,1155.7656,7217,76561198995880877,zont1x
50176,[],100,False,0,False,0.0,1155.7656,7217,76561198201620490,broky
50185,[],100,False,0,False,0.0,1155.7812,7218,76561198995880877,zont1x
50186,[],100,False,0,False,0.0,1155.7812,7218,76561198201620490,broky
50195,[],100,False,0,False,0.0,1155.7969,7219,76561198995880877,zont1x
50196,[],100,False,0,False,0.0,1155.7969,7219,76561198201620490,broky
50205,[],100,False,0,False,0.0,1155.8125,7220,76561198995880877,zont1x
50206,[],100,False,0,False,0.0,1155.8125,7220,76561198201620490,broky
50215,[],100,False,0,False,0.0,1155.8281,7221,76561198995880877,zont1x
50216,[],100,False,0,False,0.0,1155.8281,7221,76561198201620490,broky
50225,[],100,False,0,False,0.0,1155.8438,7222,76561198995880877,zont1x
50226,[],100,False,0,False,0.0,1155.8438,7222,76561198201620490,broky
50235,[],100,False,0,False,0.0,1155.8594,7223,76561198995880877,zont1x
50236,[],100,False,0,False,0.0,1155.8594,7223,76561198201620490,broky
50245,[],100,False,0,False,0.0,1155.875,7224,76561198995880877,zont1x
50246,[],100,False,0,False,0.0,1155.875,7224,76561198201620490,broky
50255,[],100,False,0,False,0.0,1155.8906,7225,76561198995880877,zont1x
50256,[],100,False,0,False,0.0,1155.8906,7225,76561198201620490,broky
50265,[],100,False,0,False,0.0,1155.9062,7226,76561198995880877,zont1x
50266,[],100,False,0,False,0.0,1155.9062,7226,76561198201620490,broky
50275,[],100,False,0,False,0.0,1155.9219,7227,76561198995880877,zont1x
50276,[],100,False,0,False,0.0,1155.9219,7227,76561198201620490,broky
50285,[],100,False,0,False,0.0,1155.9375,7228,76561198995880877,zont1x
50286,[],100,False,0,False,0.0,1155.9375,7228,76561198201620490,broky
50295,[],100,False,0,False,0.0,1155.9531,7229,76561198995880877,zont1x
50296,[],100,False,0,False,0.0,1155.9531,7229,76561198201620490,broky
50305,[],100,False,0,False,0.0,1155.9688,7230,76561198995880877,zont1x
50306,[],100,False,0,False,0.0,1155.9688,7230,76561198201620490,broky
50315,[],100,False,0,False,0.0,1155.9844,7231,76561198995880877,zont1x
50316,[],100,False,0,False,0.0,1155.9844,7231,76561198201620490,broky
50325,[],100,False,0,False,0.0,1156.0,7232,76561198995880877,zont1x
50326,[],100,False,0,False,0.0,1156.0,7232,76561198201620490,broky
50335,[],100,False,0,False,0.0,1156.0156,7233,76561198995880877,zont1x
50336,[],100,False,0,False,0.0,1156.0156,7233,76561198201620490,broky
50345,[],100,False,0,False,0.0,1156.0312,7234,76561198995880877,zont1x
50346,[],100,False,0,False,0.0,1156.0312,7234,76561198201620490,broky
50355,[],100,False,0,False,0.0,1156.0469,7235,76561198995880877,zont1x
50356,[],100,False,0,False,0.0,1156.0469,7235,76561198201620490,broky
50365,[],100,False,0,False,0.0,1156.0625,7236,76561198995880877,zont1x
50366,[],100,False,0,False,0.0,1156.0625,7236,76561198201620490,broky
50375,[],100,False,0,False,0.0,1156.0781,7237,76561198995880877,zont1x
50376,[],100,False,0,False,0.0,1156.0781,7237,76561198201620490,broky
50385,[],100,False,0,False,0.0,1156.0938,7238,76561198995880877,zont1x
50386,[],100,False,0,False,0.0,1156.0938,7238,76561198201620490,broky
50395,[],100,False,0,False,0.0,1156.1094,7239,76561198995880877,zont1x
50396,[],100,False,0,False,0.0,1156.1094,7239,76561198201620490,broky
50405,[],100,False,0,False,0.0,1156.125,7240,76561198995880877,zont1x
50406,[],100,False,0,False,0.0,1156.125,7240,76561198201620490,broky
50415,[],100,False,0,False,0.0,1156.1406,7241,76561198995880877,zont1x
50416,[],100,False,0,False,0.0,1156.1406,7241,76561198201620490,broky
50425,[],100,False,0,False,0.0,1156.1562,7242,76561198995880877,zont1x
50426,[],100,False,0,False,0.0,1156.1562,7242,76561198201620490,broky
50435,[],100,False,0,False,0.0,1156.1719,7243,76561198995880877,zont1x
50436,[],100,False,0,False,0.0,1156.1719,7243,76561198201620490,broky
50445,[],100,False,0,False,0.0,1156.1875,7244,76561198995880877,zont1x
50446,[],100,False,0,False,0.0,1156.1875,7244,76561198201620490,broky
50455,[],100,False,0,False,0.0,1156.2031,7245,76561198995880877,zont1x
50456,[],100,False,0,False,0.0,1156.2031,7245,76561198201620490,broky
50465,[],100,False,0,False,0.0,1156.2188,7246,76561198995880877,zont1x
50466,[],100,False,0,False,0.0,1156.2188,7246,76561198201620490,broky
50475,[],100,False,0,False,0.0,1156.2344,7247,76561198995880877,zont1x
50476,[],100,False,0,False,0.0,1156.2344,7247,76561198201620490,broky
50485,[],100,False,0,False,0.0,1156.25,7248,76561198995880877,zont1x
50486,[],100,False,0,False,0.0,1156.25,7248,76561198201620490,broky
50495,[],100,False,0,False,0.0,1156.2656,7249,76561198995880877,zont1x
50496,[],100,False,0,False,0.0,1156.2656,7249,76561198201620490,broky
50505,[],100,False,0,False,0.0,1156.2812,7250,76561198995880877,zont1x
50506,[],100,False,0,False,0.0,1156.2812,7250,76561198201620490,broky
50515,[],100,False,0,False,0.0,1156.2969,7251,76561198995880877,zont1x
50516,[],100,False,0,False,0.0,1156.2969,7251,76561198201620490,broky
50525,[],100,False,0,False,0.0,1156.3125,7252,76561198995880877,zont1x
50526,[],100,False,0,False,0.0,1156.3125,7252,76561198201620490,broky
50535,[],100,False,0,False,0.0,1156.3281,7253,76561198995880877,zont1x
50536,[],100,False,0,False,0.0,1156.3281,7253,76561198201620490,broky
50545,[],100,False,0,False,0.0,1156.3438,7254,76561198995880877,zont1x
50546,[],100,False,0,False,0.0,1156.3438,7254,76561198201620490,broky
50555,[],100,False,0,False,0.0,1156.3594,7255,76561198995880877,zont1x
50556,[],100,False,0,False,0.0,1156.3594,7255,76561198201620490,broky
50565,[],100,False,0,False,0.0,1156.375,7256,76561198995880877,zont1x
50566,[],100,False,0,False,0.0,1156.375,7256,76561198201620490,broky
50575,[],100,False,0,False,0.0,1156.3906,7257,76561198995880877,zont1x
50576,[],100,False,0,False,0.0,1156.3906,7257,76561198201620490,broky
50585,[],100,False,0,False,0.0,1156.4062,7258,76561198995880877,zont1x
50586,[],100,False,0,False,0.0,1156.4062,7258,76561198201620490,broky
50595,[],100,False,0,False,0.0,1156.4219,7259,76561198995880877,zont1x
50596,[],100,False,0,False,0.0,1156.4219,7259,76561198201620490,broky
50605,[],100,False,0,False,0.0,1156.4375,7260,76561198995880877,zont1x
50606,[],100,False,0,False,0.0,1156.4375,7260,76561198201620490,broky
50615,[],100,False,0,False,0.0,1156.4531,7261,76561198995880877,zont1x
50616,[],100,False,0,False,0.0,1156.4531,7261,76561198201620490,broky
50625,[],100,False,0,False,0.0,1156.4688,7262,76561198995880877,zont1x
50626,[],100,False,0,False,0.0,1156.4688,7262,76561198201620490,broky
50635,[],100,False,0,False,0.0,1156.4844,7263,76561198995880877,zont1x
50636,[],100,False,0,False,0.0,1156.4844,7263,76561198201620490,broky
50645,[],100,False,0,False,0.0,1156.5,7264,76561198995880877,zont1x
50646,[],100,False,0,False,0.0,1156.5,7264,76561198201620490,broky
50655,[],100,False,0,False,0.0,1156.5156,7265,76561198995880877,zont1x
50656,[],100,False,0,False,0.0,1156.5156,7265,76561198201620490,broky
50665,[],100,False,0,False,0.0,1156.5312,7266,76561198995880877,zont1x
50666,[],100,False,0,False,0.0,1156.5312,7266,76561198201620490,broky
50675,[],100,False,0,False,0.0,1156.5469,7267,76561198995880877,zont1x
50676,[],100,False,0,False,0.0,1156.5469,7267,76561198201620490,broky
50685,[],100,False,0,False,0.0,1156.5625,7268,76561198995880877,zont1x
50686,[],100,False,0,False,0.0,1156.5625,7268,76561198201620490,broky
50695,[],100,False,0,False,0.0,1156.5781,7269,76561198995880877,zont1x
50696,[],100,False,0,False,0.0,1156.5781,7269,76561198201620490,broky
50705,[],100,False,0,False,0.0,1156.5938,7270,76561198995880877,zont1x
50706,[],100,False,0,False,0.0,1156.5938,7270,76561198201620490,broky
50715,[],100,False,0,False,0.0,1156.6094,7271,76561198995880877,zont1x
50716,[],100,False,0,False,0.0,1156.6094,7271,76561198201620490,broky
50725,[],100,False,0,False,0.0,1156.625,7272,76561198995880877,zont1x
50726,[],100,False,0,False,0.0,1156.625,7272,76561198201620490,broky
50735,[],100,False,0,False,0.0,1156.6406,7273,76561198995880877,zont1x
50736,[],100,False,0,False,0.0,1156.6406,7273,76561198201620490,broky
50745,[],100,False,0,False,0.0,1156.6562,7274,76561198995880877,zont1x
50746,[],100,False,0,False,0.0,1156.6562,7274,76561198201620490,broky
50755,[],100,False,0,False,0.0,1156.6719,7275,76561198995880877,zont1x
50756,[],100,False,0,False,0.0,1156.6719,7275,76561198201620490,broky
50765,[],100,False,0,False,0.0,1156.6875,7276,76561198995880877,zont1x
50766,[],100,False,0,False,0.0,1156.6875,7276,76561198201620490,broky
50775,[],100,False,0,False,0.0,1156.7031,7277,76561198995880877,zont1x
50776,[],100,False,0,False,0.0,1156.7031,7277,76561198201620490,broky
50785,[],100,False,0,False,0.0,1156.7188,7278,76561198995880877,zont1x
50786,[],100,False,0,False,0.0,1156.7188,7278,76561198201620490,broky
50795,[],100,False,0,False,0.0,1156.7344,7279,76561198995880877,zont1x
50796,[],100,False,0,False,0.0,1156.7344,7279,76561198201620490,broky
50805,[],100,False,0,False,0.0,1156.75,7280,76561198995880877,zont1x
50806,[],100,False,0,False,0.0,1156.75,7280,76561198201620490,broky
50815,[],100,False,0,False,0.0,1156.7656,7281,76561198995880877,zont1x
50816,[],100,False,0,False,0.0,1156.7656,7281,76561198201620490,broky
50825,[],100,False,0,False,0.0,1156.7812,7282,76561198995880877,zont1x
50826,[],100,False,0,False,0.0,1156.7812,7282,76561198201620490,broky
50835,[],100,False,0,False,0.0,1156.7969,7283,76561198995880877,zont1x
50836,[],100,False,0,False,0.0,1156.7969,7283,76561198201620490,broky
50845,[],100,False,0,False,0.0,1156.8125,7284,76561198995880877,zont1x
50846,[],100,False,0,False,0.0,1156.8125,7284,76561198201620490,broky
50855,[],100,False,0,False,0.0,1156.8281,7285,76561198995880877,zont1x
50856,[],100,False,0,False,0.0,1156.8281,7285,76561198201620490,broky
50865,[],100,False,0,False,0.0,1156.8438,7286,76561198995880877,zont1x
50866,[],100,False,0,False,0.0,1156.8438,7286,76561198201620490,broky
50875,[],100,False,0,False,0.0,1156.8594,7287,76561198995880877,zont1x
50876,[],100,False,0,False,0.0,1156.8594,7287,76561198201620490,broky
50885,[],100,False,0,False,0.0,1156.875,7288,76561198995880877,zont1x
50886,[],100,False,0,False,0.0,1156.875,7288,76561198201620490,broky
50895,[],100,False,0,False,0.0,1156.8906,7289,76561198995880877,zont1x
50896,[],100,False,0,False,0.0,1156.8906,7289,76561198201620490,broky
50905,[],100,False,0,False,0.0,1156.9062,7290,76561198995880877,zont1x
50906,[],100,False,0,False,0.0,1156.9062,7290,76561198201620490,broky
50915,[],100,False,0,False,0.0,1156.9219,7291,76561198995880877,zont1x
50916,[],100,False,0,False,0.0,1156.9219,7291,76561198201620490,broky
50925,[],100,False,0,False,0.0,1156.9375,7292,76561198995880877,zont1x
50926,[],100,False,0,False,0.0,1156.9375,7292,76561198201620490,broky
50935,[],100,False,0,False,0.0,1156.9531,7293,76561198995880877,zont1x
50936,[],100,False,0,False,0.0,1156.9531,7293,76561198201620490,broky
50945,[],100,False,0,False,0.0,1156.9688,7294,76561198995880877,zont1x
50946,[],100,False,0,False,0.0,1156.9688,7294,76561198201620490,broky
50955,[],100,False,0,False,0.0,1156.9844,7295,76561198995880877,zont1x
50956,[],100,False,0,False,0.0,1156.9844,7295,76561198201620490,broky
50965,[],100,False,0,False,0.0,1157.0,7296,76561198995880877,zont1x
50966,[],100,False,0,False,0.0,1157.0,7296,76561198201620490,broky
50975,[],100,False,0,False,0.0,1157.0156,7297,76561198995880877,zont1x
50976,[],100,False,0,False,0.0,1157.0156,7297,76561198201620490,broky
50985,[],100,False,0,False,0.0,1157.0312,7298,76561198995880877,zont1x
50986,[],100,False,0,False,0.0,1157.0312,7298,76561198201620490,broky
50995,[],100,False,0,False,0.0,1157.0469,7299,76561198995880877,zont1x
50996,[],100,False,0,False,0.0,1157.0469,7299,76561198201620490,broky
51005,[],100,False,0,False,0.0,1157.0625,7300,76561198995880877,zont1x
51006,[],100,False,0,False,0.0,1157.0625,7300,76561198201620490,broky
51015,[],100,False,0,False,0.0,1157.0781,7301,76561198995880877,zont1x
51016,[],100,False,0,False,0.0,1157.0781,7301,76561198201620490,broky
51025,[],100,False,0,False,0.0,1157.0938,7302,76561198995880877,zont1x
51026,[],100,False,0,False,0.0,1157.0938,7302,76561198201620490,broky
51035,[],100,False,0,False,0.0,1157.1094,7303,76561198995880877,zont1x
51036,[],100,False,0,False,0.0,1157.1094,7303,76561198201620490,broky
51045,[],100,False,0,False,0.0,1157.125,7304,76561198995880877,zont1x
51046,[],100,False,0,False,0.0,1157.125,7304,76561198201620490,broky
51055,[],100,False,0,False,0.0,1157.1406,7305,76561198995880877,zont1x
51056,[],100,False,0,False,0.0,1157.1406,7305,76561198201620490,broky
51065,[],100,False,0,False,0.0,1157.1562,7306,76561198995880877,zont1x
51066,[],100,False,0,False,0.0,1157.1562,7306,76561198201620490,broky
51075,[],100,False,0,False,0.0,1157.1719,7307,76561198995880877,zont1x
51076,[],100,False,0,False,0.0,1157.1719,7307,76561198201620490,broky
51085,[],100,False,0,False,0.0,1157.1875,7308,76561198995880877,zont1x
51086,[],100,False,0,False,0.0,1157.1875,7308,76561198201620490,broky
51095,[],100,False,0,False,0.0,1157.2031,7309,76561198995880877,zont1x
51096,[],100,False,0,False,0.0,1157.2031,7309,76561198201620490,broky
51105,[],100,False,0,False,0.0,1157.2188,7310,76561198995880877,zont1x
51106,[],100,False,0,False,0.0,1157.2188,7310,76561198201620490,broky
51115,[],100,False,0,False,0.0,1157.2344,7311,76561198995880877,zont1x
51116,[],100,False,0,False,0.0,1157.2344,7311,76561198201620490,broky
51125,[],100,False,0,False,0.0,1157.25,7312,76561198995880877,zont1x
51126,[],100,False,0,False,0.0,1157.25,7312,76561198201620490,broky
51135,[],100,False,0,False,0.0,1157.2656,7313,76561198995880877,zont1x
51136,[],100,False,0,False,0.0,1157.2656,7313,76561198201620490,broky
51145,[],100,False,0,False,0.0,1157.2812,7314,76561198995880877,zont1x
51146,[],100,False,0,False,0.0,1157.2812,7314,76561198201620490,broky
51155,[],100,False,0,False,0.0,1157.2969,7315,76561198995880877,zont1x
51156,[],100,False,0,False,0.0,1157.2969,7315,76561198201620490,broky
51165,[],100,False,0,False,0.0,1157.3125,7316,76561198995880877,zont1x
51166,[],100,False,0,False,0.0,1157.3125,7316,76561198201620490,broky
51175,[],100,False,0,False,0.0,1157.3281,7317,76561198995880877,zont1x
51176,[],100,False,0,False,0.0,1157.3281,7317,76561198201620490,broky
51185,[],100,False,0,False,0.0,1157.3438,7318,76561198995880877,zont1x
51186,[],100,False,0,False,0.0,1157.3438,7318,76561198201620490,broky
51195,[],100,False,0,False,0.0,1157.3594,7319,76561198995880877,zont1x
51196,[],100,False,0,False,0.0,1157.3594,7319,76561198201620490,broky
51205,[],100,False,0,False,0.0,1157.375,7320,76561198995880877,zont1x
51206,[],100,False,0,False,0.0,1157.375,7320,76561198201620490,broky
51215,[],100,False,0,False,0.0,1157.3906,7321,76561198995880877,zont1x
51216,[],100,False,0,False,0.0,1157.3906,7321,76561198201620490,broky
51225,[],100,False,0,False,0.0,1157.4062,7322,76561198995880877,zont1x
51226,[],100,False,0,False,0.0,1157.4062,7322,76561198201620490,broky
51235,[],100,False,0,False,0.0,1157.4219,7323,76561198995880877,zont1x
51236,[],100,False,0,False,0.0,1157.4219,7323,76561198201620490,broky
51245,[],100,False,0,False,0.0,1157.4375,7324,76561198995880877,zont1x
51246,[],100,False,0,False,0.0,1157.4375,7324,76561198201620490,broky
